-1.6786|74.6011|69.5247|55.3805|97.0539|56.7429|5.1893|82.0098|86.5624|67.0207|22.4762|85.8860|46.1847|11.3067|-4.5807|70.6800|82.8623|4.9778|41.0126|24.3584|38.8961|2.1637|75.1454|58.3379|4.4909|43.7965|26.8898|20.6056|38.9418|47.6302|31.5407|63.8777|68.1965|107.1858|2.5970|100.7782|93.0875|59.2227|94.5686|34.8063|81.9304|87.1934|11.0692|31.2223|53.3739|73.3403|24.1165|82.5167|57.9936|28.3929
4.4779|74.1579|74.6364|58.2281|97.7885|48.0397|3.0661|76.3012|90.7822|58.5647|35.3718|75.0993|40.0990|14.7233|9.1143|63.4373|74.6080|3.1296|42.7258|21.7602|35.3160|11.7403|74.1783|63.3964|5.8758|47.9899|27.0519|26.5548|42.9261|51.4437|34.4269|69.8375|65.6085|101.8993|10.8819|97.4243|98.5870|57.7795|92.3456|34.2250|77.5351|87.9463|19.5786|25.1532|54.4711|88.4438|14.2364|81.8108|53.1534|34.9547
-17.3067|73.9451|66.8136|57.9791|90.3571|61.1619|8.5476|77.5645|86.8875|61.0834|20.3314|95.8279|52.5309|22.9779|7.8681|62.2939|89.8529|16.1383|33.8658|16.1859|48.9979|11.2327|68.5917|54.8565|11.8525|50.4809|27.6709|23.1485|40.1980|50.4707|29.2697|64.0307|71.8289|106.1575|19.9168|112.2239|97.4155|69.7930|112.4062|37.4988|63.2877|92.1667|20.5626|35.7161|62.4941|65.5645|11.4056|77.5658|58.7319|25.8529
26.4238|74.9919|82.9646|62.6500|103.6001|31.5603|-1.8788|72.9653|95.3065|52.1426|58.5363|50.9827|26.6484|7.5294|19.8334|59.3616|54.8352|-8.8009|50.3217|26.8136|22.1071|20.6028|80.1499|72.1788|-1.2987|47.3970|26.2199|38.5197|41.1974|55.2025|42.0434|76.3262|58.3242|94.9534|5.4860|79.7424|99.3636|45.9022|74.4396|33.4469|95.1670|82.7333|26.5751|9.8282|50.2367|118.9697|11.6675|82.3652|44.4193|46.2865
12.3672|79.3322|79.4143|73.5297|91.8764|34.7430|2.6543|64.5734|99.0486|40.1196|68.6414|58.1029|32.7361|17.0619|43.6400|44.0836|53.8749|0.6262|39.5513|17.0180|33.2332|42.8729|77.2904|67.7948|7.2150|55.5123|27.4757|54.0135|37.4088|61.1207|40.3401|79.3712|63.2883|88.5779|29.3764|85.5096|105.8698|56.4033|93.6009|39.0362|85.8636|86.6601|52.4242|8.9603|66.1205|123.4118|-7.6609|71.5074|35.8384|42.0815
5.7825|77.8463|73.9055|61.5529|95.1945|47.5037|4.7389|76.2643|89.1280|59.9884|41.9708|74.1072|40.8822|9.0206|7.3125|62.2124|70.6884|2.3957|40.4536|24.1936|37.1677|16.1446|79.4158|61.6994|2.7199|46.4237|25.8804|35.8846|32.6593|52.9392|36.9941|67.1880|65.7308|103.2633|4.8832|89.2056|93.1225|57.5867|91.8967|37.4810|92.3639|84.5456|26.3850|21.9241|58.1882|92.9936|17.1917|75.2515|51.8914|31.4948
-7.9362|77.8482|65.3752|59.7764|91.8278|62.8997|8.2786|82.2430|87.0971|68.1796|19.6551|93.7495|52.2475|11.5829|-1.6326|68.6332|84.5610|7.7212|36.9566|23.1484|43.3695|6.1340|75.6152|53.6527|7.5854|43.3509|27.4490|22.4992|34.3562|48.7743|27.7163|62.9847|72.7242|105.9187|6.5263|103.5444|94.8344|63.3771|100.5520|36.0748|84.4010|89.0182|16.8492|33.7974|58.7698|68.8364|22.2667|79.2972|54.8898|23.2372
-5.5634|76.4263|69.8921|61.1955|91.8888|54.7083|6.6764|76.5936|88.7615|59.5139|31.0534|84.8779|46.8563|16.5099|9.6765|61.4855|79.0333|9.3166|37.3663|19.9809|43.6656|14.7569|74.1237|58.4266|7.6449|47.9242|27.2683|28.9170|36.2923|52.4654|32.7167|67.1581|69.7277|103.1208|14.7240|101.5969|97.0820|63.8663|101.6981|37.3986|78.3789|89.3554|24.9478|29.9026|60.6980|79.5996|12.2942|76.3293|53.0639|28.4170
13.7724|76.0708|77.4026|63.7773|98.0730|39.8805|2.0741|73.9500|93.8244|53.7898|49.2861|64.1880|35.2536|11.6209|19.8088|58.6341|63.2404|-1.6795|45.0792|24.6033|31.0930|20.4659|77.2792|65.9439|2.8880|48.2515|26.6138|36.0867|38.8370|54.1333|38.1591|74.0226|63.0833|96.6246|11.1142|88.2730|99.0308|51.9251|85.2961|36.1239|88.9647|85.3845|28.2820|16.1095|56.0278|105.3722|10.2877|80.1829|45.9429|39.9990
17.3422|79.0910|75.7365|62.5598|98.5771|44.5880|1.6736|78.0611|90.9420|60.4719|45.4721|65.5674|35.6943|3.7116|6.1653|64.9194|63.0956|-4.9351|46.0738|27.9425|29.5554|14.4054|83.2848|64.8738|-0.8798|42.6664|25.9991|35.0526|34.4487|53.2168|36.4449|70.2665|64.4689|99.2416|-0.4232|83.3524|95.6473|51.6847|79.4694|34.3010|101.5363|83.4178|24.1820|18.5208|52.9510|101.5168|20.1458|79.5395|46.7455|34.3653
