# id | userId | screenName | utcOffset | createdAt | placeId | latitude | longitude | inReplyTo | sourceName | text
291857003503038464 | 68364343 | Paul86_1 | 3600 | 2013-01-17 10:38:26 | 04578354cff6f4b1 | 45.8088 | 8.83992 | ? | foursquare | Im at Ospedale di Circolo e Fondazione Macchi Varese, VA http://t.co/ffH8nFEK
291857006334205952 | 926755556 | leila_latifi | ? | 2013-01-17 10:38:27 | 07d6509bb11fd7b1 | 46.1713 | 6.11053 | 291855790053154816 | Twitter for iPhone | @MehdiFrenchy10 Pfffff cest TOI le GROSSS 
291857016442458112 | 84966648 | brendizzle_x3 | -18000 | 2013-01-17 10:38:29 | 086752cb03de1d5d | 40.854 | -73.9306 | 291856615433449472 | Twitter for iPhone | @RoddReyes @davedgf I cant sleep Fuck you guys I miss sleep gt_gt
291857040895262720 | 524672153 | MarineSelhy | ? | 2013-01-17 10:38:35 | f96306b02bee9021 | 45.9065 | 6.42829 | 291856743921754112 | Twitter for iPhone | @IamYanisBitch ms grve 
291857042841427968 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:38:36 | 8fc3c9b3e656452c | 47.4016 | 6.4967 | ? | Twitter for iPhone | La neige elle mnique mes ptit yeux
291857045647405059 | 926755556 | leila_latifi | ? | 2013-01-17 10:38:36 | 07d6509bb11fd7b1 | 46.1713 | 6.11052 | 291855915064369152 | Twitter for iPhone | @CHAiYMA_K Ahahahahah vous tes des batard
291857055843745793 | 285579366 | ARTPOPMyLife | 28800 | 2013-01-17 10:38:39 | 27485069891a7938 | ? | ? | ? | web | Back on Twitter monsters Had a really long day today.
291857057508884481 | 368354753 | sascha_lang | 3600 | 2013-01-17 10:38:39 | 6494c4d3c002f21e | 47.2842 | 7.93246 | ? | Twitter for Android | Well the referee is croatian here in Robs v Kvit but shes not that good looking #Exception
291857060365234176 | 88543884 | Blog_UneLola | -10800 | 2013-01-17 10:38:40 | a2bf3911e64dd7b8 | 46.1789 | 6.25852 | ? | Twitter for iPhone | Vous me donnez toutes envie avec vos headband @AdeliParis. Mais a va tre bof sur mes cheveux courts :
291857093407936512 | 174400788 | tomnwaugh | 3600 | 2013-01-17 10:38:50 | b39ccc27839e7f3d | 47.3188 | 7.794 | ? | Twitter for Android | @hairatNo4byleah It finally arrived. #horriblewetandcold http://t.co/QduLK7Fe
291857099741331456 | 282931345 | ubuntuchosen | ? | 2013-01-17 10:38:49 | fdcd221ac44fa326 | 50.0758 | 14.4155 | ? | Twitter for iPhone | RT frajerka @ATL_PRiNCeSS: I wanna have sex in paris ontop of da ifold tower
291857105814683648 | 81795642 | LeilaRaspberry | -10800 | 2013-01-17 10:38:51 | bb6fdf20c36d89c4 | 46.1796 | 7.28965 | ? | Twitter for iPhone | Les puissants flattent llphant et crasent les fourmis @agoravox #Mali #Uranium http://t.co/qdjRTEFo
291857118968025088 | 246014994 | CarolineCanavan | -21600 | 2013-01-17 10:38:54 | 086752cb03de1d5d | 40.7865 | -73.9533 | ? | Twitter for iPhone | @HuffPostStyle: Who said midwesterners dont have good style http://t.co/sDC0lO3y @mweiss44 @AlexLDiamond1 #wisco
291857123602739201 | 926755556 | leila_latifi | ? | 2013-01-17 10:38:55 | 07d6509bb11fd7b1 | 46.1713 | 6.11052 | 291856642146963456 | Twitter for iPhone | @MillesCaps AHAHAHAHAHAAH javoue
291857137251008512 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:38:58 | b046074b1030a44d | 40.7078 | -74.0861 | ? | Twitter for iPhone | Im about 2 be 23
291857146793033728 | 888475392 | Kitty2mic | -18000 | 2013-01-17 10:39:00 | b6ea2e341ba4356f | ? | ? | 291855773292691456 | web | @OWLUSA Perhaps they should try 20 mile row marches with full gear on then theyll learn to appreciate and not complain :
291857149733269504 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:39:01 | ddcca24ee29ddff2 | 46.1824 | 6.14472 | ? | Twitter for iPhone | Je suis venue les chercher et elles ont en eu rien a foutre limite .
291857156796473344 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:39:03 | 8fc3c9b3e656452c | 47.4016 | 6.4967 | 291856936561963008 | Twitter for iPhone | @RaaOuf_Re jmen fou jkiff la neige moi
291857160898494464 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:39:04 | b046074b1030a44d | 40.7077 | -74.0862 | ? | Twitter for iPhone | Getting old
291857175020728320 | 364185220 | sahiwalia | ? | 2013-01-17 10:39:07 | a1b759dc059e346f | 46.2213 | 6.10894 | 291842532286021632 | Twitter for iPhone | @safyah92 @piersmorgan Cmon, Piers Morgan doesnt give a damn about that.He is too busy to save his reputation after deportation campaign.
291857183556112385 | 926755556 | leila_latifi | ? | 2013-01-17 10:39:09 | 07d6509bb11fd7b1 | 46.1713 | 6.11052 | 291856761701416960 | Twitter for iPhone | @CHAiYMA_K Bah OUI he je paye pas pour rien ahahah
291857187049963520 | 286566481 | ImelWOctav | -28800 | 2013-01-17 10:39:10 | 94965b2c45386f87 | ? | ? | ? | web | Selena Gomez Audition For Wizards Of Waverly Place http://t.co/BHChpdRg
291857207459471361 | 629830281 | 12Sanogo | ? | 2013-01-17 10:39:15 | 086752cb03de1d5d | 40.7969 | -73.9347 | ? | Twitter for iPhone | Algrie : Certains otages ont des explosifs la ceinture.ahia
291857221288075265 | 406826043 | SofiyaGold | -18000 | 2013-01-17 10:39:18 | 27485069891a7938 | 40.5845 | -73.9572 | 291824653394120704 | Twitter for iPhone | @morphineprincee man with football perfection
291857221774610432 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:39:18 | ddcca24ee29ddff2 | 46.1828 | 6.1447 | ? | Twitter for iPhone | Mais bref je vais rien dire .
291857226925240321 | 772313155 | Yas_Maghrib | 3600 | 2013-01-17 10:39:19 | a1b759dc059e346f | 46.2028 | 6.09606 | ? | Twitter for iPhone | Quand ma mre snerve, elle fait un after elle continue de gueuler dans la cuisine toute seule
291857233065676800 | 232873094 | courtneykrafttt | -18000 | 2013-01-17 10:39:21 | 65b4760a2b411e11 | 40.2942 | -75.0924 | 291767071795183616 | Twitter for iPhone | @pawkoh @tysoko20 you guys are nuts and that night was awesome but yeah I dont understand why Parker was driving, Hahha great night thought
291857246915264512 | 586610505 | _AMichel | 7200 | 2013-01-17 10:39:24 | 6abba7939a0f7211 | 46.004 | 8.75038 | ? | Twitter for iPhone | Abitare davanti alla fermata del pullman e perderlo comunque #letargo
291857253336752128 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:39:26 | 8fc3c9b3e656452c | 47.4016 | 6.4967 | 291856863941754881 | Twitter for iPhone | @CheeksDrogba azi a mdeprime cest mm plus des canons laba
291857257514287104 | 296686632 | MaribelGattoPer | -10800 | 2013-01-17 10:39:27 | a05d5606c26b9204 | 47.5228 | 7.71012 | ? | Twitter for iPhone | Por qu hablas con tus zapatos..Es que en la caja pone converse..
291857257602351104 | 64160017 | Crazayn_ | -10800 | 2013-01-17 10:39:27 | 2fba0c613d956b79 | 47.641 | 6.85565 | 291855459982385152 | Twitter for iPhone | @iEmzy a sest bien passe 
291857258441216000 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:39:27 | b046074b1030a44d | 40.7077 | -74.0863 | ? | Twitter for iPhone | ?
291857262568423424 | 526286207 | jpeezy1967 | -28800 | 2013-01-17 10:39:28 | b6ea2e341ba4356f | 40.7433 | -73.9535 | 291855970555015168 | Twitter for iPhone | @jpeezy1967 @angelcandice @lilyaldridge @mirandakerr gonna let em help @mango @victoriassecret http://t.co/KvxF5u13
291857268524331009 | 56318491 | BieberGomezTour | -21600 | 2013-01-17 10:39:29 | 27485069891a7938 | ? | ? | 291814652994789376 | web | @ATLVox @scooterbraun MAMA I CANT NGINRINGR
291857271946891265 | 986696988 | MidoMobarak | ? | 2013-01-17 10:39:30 | c3a6437e1b1a726d | 46.2079 | 6.1373 | ? | Twitter for iPhone | Fini
291857279525986304 | 33598263 | emilyemer | -18000 | 2013-01-17 10:39:32 | b6ea2e341ba4356f | 40.6451 | -73.7845 | ? | foursquare | Im at John F. Kennedy International Airport JFK Jamaica, NY w/ 49 others http://t.co/UFZ5BOGV
291857282625572864 | 38821953 | hinnaz | 3600 | 2013-01-17 10:39:33 | 98b00c0c676e5ddf | 47.0562 | 7.62774 | ? | Twitter for iPhone | #Dexter nuf said
291857295032336385 | 950687000 | DayanaNavyy | 3600 | 2013-01-17 10:39:36 | eb3b933a531c86e1 | 47.508 | 6.80053 | 291856138218131456 | Twitter for iPhone | @AznS_ bonne apetiiiiiiiiit :D http://t.co/xHgija7n
291857298605883393 | 14143700 | honigbaerli | 3600 | 2013-01-17 10:39:37 | 871aa5ea8d8d2d15 | 46.9701 | 7.49669 | ? | foursquare | Im at RBS Bolligen Bolligen, BE http://t.co/8gerc150
291857303907495937 | 844673238 | JoeyArectumKels | ? | 2013-01-17 10:39:38 | b6ea2e341ba4356f | 40.7778 | -73.8416 | ? | Twitter for iPhone | #lazyday
291857307590070272 | 490436112 | VesnaMimica | ? | 2013-01-17 10:39:39 | c799e2d3a79f810e | 45.8112 | 15.9777 | 291847508869668865 | Twitter for Android | @tomotwt da da Jer onaj tip pazi na red,rad i disciplinu. A i tedljiv je :
291857321930416128 | 84966648 | brendizzle_x3 | -18000 | 2013-01-17 10:39:42 | 086752cb03de1d5d | 40.854 | -73.9306 | 291857106263486464 | Twitter for iPhone | @DaveDGF eww sucio
291857325130649601 | 450805835 | Altziba | 3600 | 2013-01-17 10:39:43 | 94965b2c45386f87 | ? | ? | 291853380370964480 | web | @Leopls182 xDDDD
291857327680798720 | 926755556 | leila_latifi | ? | 2013-01-17 10:39:44 | 07d6509bb11fd7b1 | 46.1713 | 6.11052 | ? | Twitter for iPhone | Tout le monde me dit que je suis grosse bande de BATARD imaginer je me suicide hein Vous aurez ma mort sur votre conscience AHAHAH
291857334462976000 | 10633802 | Idros | 3600 | 2013-01-17 10:39:45 | 8a156b75d3af0144 | 45.8457 | 8.93059 | ? | foursquare | Mi ha fregato 160 franchi svizzeri. Che gentile @ Agip Gas Station http://t.co/EYkriskw
291857341383577602 | 29175662 | Autarkis | 3600 | 2013-01-17 10:39:47 | 8717ccde381939f3 | 47.4524 | 7.87951 | ? | Seesmic | Unterwegs nach Basel. Erster grosser Test meines neuen Tools #ipwatcher. Bisher hab ich immer no die selbe IP wie in Olten. Hm...
291857349528936449 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:39:49 | b046074b1030a44d | 40.7078 | -74.0862 | 291857134705057792 | Twitter for iPhone | @smooth_slime I know u tired
291857356801859584 | 38644403 | hetspijtme | 3600 | 2013-01-17 10:39:50 | 27485069891a7938 | 40.6642 | -73.9386 | 291856904332931073 | Elise | @anoukbijlx The dream is real, my friends. The failure to realize it is the only reality Toni Cade Bambara cc @JessyWever_
291857358336970753 | 432520834 | lioneldimi | ? | 2013-01-17 10:39:51 | c799e2d3a79f810e | 36.8484 | 10.2817 | ? | Twitter for BlackBerry® | Odij cest mn jour de faire le fou
291857373759430656 | 475326646 | AngieWlm | ? | 2013-01-17 10:39:55 | 3f0bc5e82a0c856b | 47.2188 | 6.53969 | ? | Twitter for BlackBerry® | Mes copines me manquent.
291857397616615424 | 629830281 | 12Sanogo | ? | 2013-01-17 10:40:00 | 086752cb03de1d5d | 40.7966 | -73.9345 | ? | Twitter for iPhone | Alerte: 1400 soldats franais engags actuellement au #Mali #HelpMali #crisemali
291857400221290496 | 926755556 | leila_latifi | ? | 2013-01-17 10:40:01 | 07d6509bb11fd7b1 | 46.1713 | 6.11053 | 291857097853911040 | Twitter for iPhone | @MehdiFrenchy10 pfffff
291857410497331200 | 986696988 | MidoMobarak | ? | 2013-01-17 10:40:03 | c3a6437e1b1a726d | 46.2078 | 6.13758 | ? | Twitter for iPhone | On est a la coop avec Rafi
291857432945250304 | 926755556 | leila_latifi | ? | 2013-01-17 10:40:09 | 07d6509bb11fd7b1 | 46.1713 | 6.11051 | ? | Twitter for iPhone | Je retien MEHDI je retien
291857434174160896 | 218615120 | adremsoftware | ? | 2013-01-17 10:40:09 | 27485069891a7938 | ? | ? | ? | web | Final version of NetCrunch 7 is released http://t.co/hm5Q9R4f
291857455779020801 | 52987613 | MarkChainz | -18000 | 2013-01-17 10:40:14 | 65b4760a2b411e11 | 40.1579 | -74.9357 | ? | Twitter for iPhone | When they start to hate, thats when you know your doing great...
291857464524169216 | 68110176 | RebelLeeCharly | -18000 | 2013-01-17 10:40:16 | 27485069891a7938 | 40.6932 | -73.9697 | ? | Twitter for iPhone | I got fuckin drunk tonight.
291857465325273088 | 1004525612 | Gregory_Sanon | -18000 | 2013-01-17 10:40:18 | 27485069891a7938 | 40.8786 | -73.873 | ? | Twitter for Android | Im looking to be #represented in great Film amp Television... nothing less. Where are the great #agents at http://t.co/TTYqWEir
291857471369265152 | 432520834 | lioneldimi | ? | 2013-01-17 10:40:18 | c799e2d3a79f810e | 36.8484 | 10.2817 | ? | Twitter for BlackBerry® | Js8 trop content
291857484958797824 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:40:21 | 8fc3c9b3e656452c | 47.4016 | 6.4967 | 291857361293934592 | Twitter for iPhone | @CheeksDrogba paske jsuis mocheeee :
291857490721796096 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:40:22 | b046074b1030a44d | 40.7078 | -74.0862 | ? | Twitter for iPhone | My phone on 24
291857513891115008 | 71245034 | whatwhiteysays | -36000 | 2013-01-17 10:40:28 | 08b4866bf18d97da | 47.2078 | 7.55685 | ? | Twitter for iPhone | Giant shadow peeps http://t.co/Vry4X5P6
291857514914512896 | 235404907 | CynthiaBravox3 | -21600 | 2013-01-17 10:40:28 | f9de0f7350cbae97 | 40.7931 | -74.0021 | ? | Twitter for iPhone | Up to early
291857515669504000 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:40:28 | ddcca24ee29ddff2 | 46.1827 | 6.1448 | ? | Twitter for iPhone | Je suis descendue avec Nada
291857533394624513 | 52987613 | MarkChainz | -18000 | 2013-01-17 10:40:33 | 65b4760a2b411e11 | 40.1578 | -74.9358 | ? | Twitter for iPhone | New avi tho
291857533952483328 | 757074030 | DusseShehabi | 7200 | 2013-01-17 10:40:33 | 1105847412916875 | 47.4619 | 8.95773 | ? | Twitter for iPhone | Morning Its snowiiiiiiing
291857539262459904 | 888475392 | Kitty2mic | -18000 | 2013-01-17 10:40:34 | b6ea2e341ba4356f | ? | ? | 291619045701206016 | web | @DirtyFokker Thanks much :
291857542865371136 | 261170559 | waqasalisaqib | 3600 | 2013-01-17 10:40:35 | c3a6437e1b1a726d | 46.2095 | 6.14442 | 291856912927055872 | Twitter for iPhone | @The_Tapinator12 yes a bloody outrage demon is all ready in Khi Im surethy r famous for not peaceful but bloody demon #SavePakistan
291857551916691456 | 583547325 | Norman__G | 28800 | 2013-01-17 10:40:37 | e0bf196c2d3e4397 | 47.181 | 8.52642 | ? | TweetDeck | Suits season 2 fall premiere tomorrow.
291857553149808641 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:40:37 | b046074b1030a44d | 40.7077 | -74.0861 | ? | Twitter for iPhone | Boy oh boy
291857554932375552 | 450805835 | Altziba | 3600 | 2013-01-17 10:40:38 | 94965b2c45386f87 | ? | ? | 291852706820272129 | web | @shyjavierpardo Pobre. xDDDD
291857555477651456 | 285579366 | ARTPOPMyLife | 28800 | 2013-01-17 10:40:38 | 27485069891a7938 | ? | ? | ? | web | #IJustWantYouToKnow That #LittleMonsters are all born this way and were all badkids.
291857571134992385 | 50541625 | atistanbul | 3600 | 2013-01-17 10:40:42 | b53ba65776f97f34 | 46.1866 | 6.11745 | 291856364182052864 | Twitter for iPhone | @barbarosturpcu Yine Allah Allah diye diye cmlesini bitirmi yaranmak iin. akma yobaz.
291857571717980160 | 847762766 | jemz2410 | ? | 2013-01-17 10:40:42 | 573f0dce3d1916cc | 47.6678 | 9.17101 | ? | Path 2.0 | belajar utk ujian bahasa indo tp sbk mikirin mslh kos di yogya at Bibliothek der HTWG Konstanz http://t.co/9I4NIB7Y
291857575031500800 | 147328045 | Fifilolotte | ? | 2013-01-17 10:40:42 | c799e2d3a79f810e | ? | ? | 291855846936281090 | web | @mmjl oui je continue..jai craqu avant hier et jai fum une.
291857576864407552 | 190729715 | BellaHilton_21 | -28800 | 2013-01-17 10:40:43 | 65b4760a2b411e11 | 40.4674 | -74.4758 | ? | TweetCaster for iOS | So sick today
291857579980750849 | 478109091 | JuuliaYogo | 7200 | 2013-01-17 10:40:44 | ddcca24ee29ddff2 | 46.1827 | 6.14478 | ? | Twitter for iPhone | Cest une tueuse cette fille haha 
291857599345881088 | 926755556 | leila_latifi | ? | 2013-01-17 10:40:48 | 07d6509bb11fd7b1 | 46.1713 | 6.11052 | ? | Twitter for iPhone | Ceux qui mont dit que jtais grosse, je vous retiens Je prepare ma vengeance mouahahah
291857600914534400 | 757074030 | DusseShehabi | 7200 | 2013-01-17 10:40:49 | 1105847412916875 | 47.4619 | 8.95775 | ? | Twitter for iPhone | Im sensitive, I over think every little thing, and I care way too much.
291857613346451456 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:40:52 | b046074b1030a44d | 40.7077 | -74.0861 | ? | Twitter for iPhone | To lazy 2 charge it ..
291857626462027776 | 52987613 | MarkChainz | -18000 | 2013-01-17 10:40:55 | 65b4760a2b411e11 | 40.1578 | -74.9359 | ? | Twitter for iPhone | Ava
291857649232912384 | 232873094 | courtneykrafttt | -18000 | 2013-01-17 10:41:00 | 65b4760a2b411e11 | 40.2942 | -75.0924 | 291767071795183616 | Twitter for iPhone | @pawkoh @tysoko20 you guys are nuts and that night was nuts but yeah I dont understand why Parker was driving, hahah great night though
291857660054233088 | 190729715 | BellaHilton_21 | -28800 | 2013-01-17 10:41:03 | 65b4760a2b411e11 | 40.4674 | -74.4759 | ? | TweetCaster for iOS | Ya nada es igual...
291857689116557312 | 38644403 | hetspijtme | 3600 | 2013-01-17 10:41:10 | 27485069891a7938 | 40.6642 | -73.9386 | 291856810082705408 | Elise | @JustMervyn If you find it in your heart to care for somebody else, you will have succeeded Maya Angelou
291857689884102656 | 211808538 | BAdDY3lLoWBiTcH | ? | 2013-01-17 10:41:10 | b046074b1030a44d | 40.7077 | -74.0861 | ? | Twitter for iPhone | Damn
291857696049737728 | 926755556 | leila_latifi | ? | 2013-01-17 10:41:11 | 07d6509bb11fd7b1 | 46.1711 | 6.11034 | 291857574561730560 | Twitter for iPhone | @MehdiFrenchy10 Non pck sa sera a cause de vous AHAHAH
291857696204926976 | 583547325 | Norman__G | 28800 | 2013-01-17 10:41:11 | e0bf196c2d3e4397 | 47.181 | 8.52642 | 291857500330930176 | TweetDeck | @DrXR aah. BOE tu macam BNM. print duit.
291857715746205696 | 772313155 | Yas_Maghrib | 3600 | 2013-01-17 10:41:16 | a1b759dc059e346f | 46.2028 | 6.09603 | 291857553887989760 | Twitter for iPhone | @JoaoMiguel1997 trooop ..
291857738420588546 | 455997083 | TheOverAnalyst | -18000 | 2013-01-17 10:41:21 | 086752cb03de1d5d | 40.768 | -73.9819 | ? | Instagram | The life of a #shacker w a friend #gymtime #onthego #subwaylife @ Columbus Circle http://t.co/576HbMrm
291857768355344384 | 86325584 | reihan_ahmad | ? | 2013-01-17 10:41:29 | 3acb748d0f1e9265 | 47.3701 | 8.54092 | ? | Path 2.0 | #Zrich #Suisse at Mnsterhof pic http://t.co/CP1p6PNp
291857797291864064 | 32331253 | murdaeich | -18000 | 2013-01-17 10:41:35 | 086752cb03de1d5d | ? | ? | ? | Tweetbot for iOS | @mylaaabby follow your boy
291857802295652352 | 858087672 | SchusterSFDC | ? | 2013-01-17 10:41:37 | 7136613999ce181b | 47.27 | 8.82063 | ? | Twitter for BlackBerry® | Aboard the #TGV heading back to snowy #Zurich http://t.co/QFo41TOq
291857805957279745 | 387274691 | AnneBenjadid | 3600 | 2013-01-17 10:41:38 | 8fc3c9b3e656452c | 47.4016 | 6.4967 | 291857604559372288 | Twitter for iPhone | @CheeksDrogba bah si wshhh
291857808486457344 | 190729715 | BellaHilton_21 | -28800 | 2013-01-17 10:41:38 | 65b4760a2b411e11 | 40.4674 | -74.4759 | ? | TweetCaster for iOS | Es cierto q con el tiempo todo cambia...
291857812793982978 | 926755556 | leila_latifi | ? | 2013-01-17 10:41:39 | 07d6509bb11fd7b1 | 46.1711 | 6.11035 | 291857636536754176 | Twitter for iPhone | @CHAiYMA_K Si je pourrais Putin un mois je le mets pas il fait le ouf comme sa
291857815318982656 | 131790019 | dubalai | ? | 2013-01-17 10:41:40 | 2dee2a77476dc763 | ? | ? | ? | web | salut toi, Paul Panckoucke naissance dun personnage... http://t.co/V0YN3aau
291857821291651072 | 243141145 | DushSjj | 3600 | 2013-01-17 10:41:41 | c799e2d3a79f810e | ? | ? | ? | web | Slogan Eurosonga ove godine je we are one sa full arenim leptirom. Khm. Tobe jarabi. @eurovision #eurosong #leptir #wtf
291857829088866305 | 345648203 | chelseayoumans | -18000 | 2013-01-17 10:41:43 | 94965b2c45386f87 | 42.464 | -73.8244 | ? | Twitter for iPhone | Falling asleep in the showerlt
291857832029065216 | 583547325 | Norman__G | 28800 | 2013-01-17 10:41:44 | e0bf196c2d3e4397 | 47.181 | 8.52642 | 291857558124244992 | TweetDeck | @johnylabu ye ke. adoi macam2. bahana jadi famous dgn cara yang salah ye dak
